Year, Month,  Highest, MHHW, MHW, MSL, MTL, MLW, MLLW, DTL, GT, MN, DHQ, DLQ, HWI, LWI, Lowest, Inferred 
1960,8,3.536,3.307,3.149,2.441,2.484,1.817,1.170,2.237,2.137,1.332,0.158,0.646,0.490,6.230,0.427,0
1960,9,3.414,3.222,3.130,2.454,2.472,1.814,1.262,2.243,1.960,1.317,0.091,0.552,0.510,6.380,0.792,0
1960,10,3.749,3.353,3.173,2.490,2.515,1.856,1.344,2.347,2.009,1.317,0.180,0.512,0.460,6.660,0.945,0
1960,11,4.176,3.551,3.304,2.576,2.621,1.939,1.213,2.384,2.338,1.366,0.247,0.725,0.430,6.590,0.518,0
1960,12,4.023,3.652,3.362,2.582,2.646,1.929,1.036,2.344,2.615,1.433,0.290,0.893,0.510,6.720,0.335,0
1961,1,3.993,3.664,3.411,2.640,2.713,2.015,1.155,2.408,2.509,1.396,0.253,0.860,0.630,6.540,0.366,0
1961,2,3.871,3.584,3.377,2.664,2.707,2.039,1.362,2.475,2.222,1.338,0.207,0.677,0.570,6.570,0.792,0
1961,3,3.871,3.505,3.353,2.694,2.713,2.070,1.551,2.530,1.954,1.283,0.152,0.518,0.700,6.770,1.189,0
1961,4,3.536,3.280,3.106,2.451,2.460,1.811,1.308,2.292,1.972,1.295,0.174,0.503,0.600,6.610,0.792,0
1961,5,3.536,3.456,3.225,2.499,2.533,1.844,1.167,2.310,2.289,1.381,0.232,0.677,0.580,6.660,0.518,0
1961,6,3.749,3.505,3.243,2.493,2.542,1.844,1.052,2.280,2.454,1.399,0.262,0.792,0.550,6.630,0.305,0
1961,7,3.627,3.472,3.228,2.478,2.524,1.820,1.045,2.259,2.426,1.408,0.244,0.774,0.460,6.290,0.396,0
1961,8,3.566,3.365,3.188,2.484,2.518,1.850,1.237,2.301,2.128,1.338,0.177,0.613,0.590,6.300,0.671,0
1961,9,3.414,3.222,3.127,2.463,2.487,1.847,1.292,2.256,1.929,1.280,0.094,0.555,0.470,6.440,0.975,0
1961,10,3.688,3.274,3.091,2.408,2.448,1.804,1.225,2.249,2.048,1.286,0.183,0.579,0.440,6.710,0.792,0
1961,11,3.932,3.444,3.170,2.448,2.490,1.811,1.109,2.277,2.335,1.359,0.274,0.701,0.400,6.790,0.549,0
1962,1,3.566,3.274,3.011,2.240,2.316,1.618,0.747,2.012,2.527,1.393,0.262,0.872,0.620,6.600,0.122,0
1962,2,3.871,3.380,3.200,2.460,2.524,1.844,1.100,2.240,2.280,1.356,0.180,0.744,0.580,6.510,0.305,0
1962,3,3.566,3.243,3.121,2.420,2.472,1.823,1.189,2.216,2.054,1.298,0.122,0.634,0.700,6.740,0.762,0
1962,4,3.658,3.325,3.121,2.420,2.463,1.801,1.256,2.292,2.070,1.320,0.204,0.546,0.630,6.780,0.823,0
1962,5,3.658,3.450,3.188,2.466,2.509,1.829,1.189,2.320,2.262,1.359,0.262,0.640,0.630,6.690,0.579,0
1962,6,3.597,3.441,3.173,2.420,2.484,1.795,0.997,2.219,2.444,1.378,0.268,0.799,0.750,6.600,0.396,0
1962,7,3.597,3.426,3.194,2.432,2.499,1.804,0.981,2.204,2.444,1.390,0.232,0.823,0.660,6.450,0.396,0
1962,8,3.536,3.353,3.185,2.475,2.524,1.862,1.192,2.274,2.161,1.323,0.168,0.671,0.690,6.560,0.579,0
1962,9,3.475,3.298,3.179,2.502,2.545,1.911,1.387,2.341,1.911,1.268,0.119,0.524,0.680,6.450,0.884,0
1964,3,3.810,3.359,3.206,2.496,2.542,1.881,1.311,2.335,2.048,1.326,0.152,0.570,0.520,6.580,0.853,0
1964,4,3.505,3.261,3.075,2.350,2.405,1.734,1.103,2.182,2.158,1.341,0.186,0.631,0.350,6.730,0.427,0
1964,5,3.719,3.420,3.146,2.380,2.451,1.759,0.994,2.207,2.426,1.387,0.274,0.765,0.260,6.900,0.183,0
1964,6,3.749,3.496,3.219,2.438,2.518,1.814,0.972,2.234,2.524,1.405,0.277,0.841,0.150,6.580,0.152,0
1964,7,3.688,3.493,3.237,2.472,2.548,1.856,1.055,2.274,2.438,1.381,0.256,0.802,0.350,6.370,0.122,0
1964,8,3.627,3.405,3.246,2.509,2.573,1.902,1.146,2.274,2.259,1.344,0.158,0.756,0.400,6.210,0.366,0
1964,9,3.688,3.313,3.194,2.475,2.533,1.871,1.207,2.262,2.106,1.323,0.119,0.664,0.290,6.500,0.640,0
1964,10,3.688,3.389,3.197,2.481,2.524,1.850,1.219,2.304,2.170,1.347,0.192,0.631,0.230,6.770,0.610,0
1964,11,4.115,3.603,3.316,2.566,2.621,1.926,1.180,2.390,2.423,1.390,0.287,0.747,0.360,6.820,0.274,0
1964,12,4.298,3.792,3.496,2.679,2.768,2.042,1.079,2.435,2.713,1.454,0.296,0.963,0.350,6.770,0.335,0
1965,1,4.145,3.749,3.478,2.646,2.749,2.021,1.033,2.390,2.716,1.457,0.271,0.988,0.410,6.700,0.122,0
1965,2,3.932,3.502,3.283,2.512,2.600,1.914,1.109,2.304,2.393,1.369,0.219,0.805,0.400,6.620,0.335,0
1965,3,3.566,3.347,3.179,2.463,2.527,1.871,1.225,2.286,2.121,1.308,0.168,0.646,0.420,6.650,0.792,0
1965,4,3.749,3.441,3.231,2.518,2.566,1.902,1.295,2.368,2.146,1.329,0.210,0.607,0.320,6.760,0.853,0
1965,5,3.627,3.414,3.164,2.387,2.460,1.753,0.869,2.140,2.545,1.411,0.250,0.884,0.250,6.740,0.274,0
1965,6,3.688,3.542,3.274,2.448,2.545,1.814,0.863,2.201,2.679,1.460,0.268,0.951,0.260,6.700,0.091,0
1965,7,3.749,3.527,3.286,2.469,2.551,1.820,0.884,2.207,2.643,1.466,0.241,0.936,0.310,6.470,0.152,0
1965,8,3.658,3.453,3.264,2.521,2.585,1.905,1.152,2.304,2.301,1.359,0.189,0.753,0.320,6.270,0.610,0
1965,9,3.505,3.356,3.234,2.515,2.576,1.917,1.222,2.289,2.134,1.317,0.122,0.695,0.330,6.480,0.792,0
1965,10,3.780,3.469,3.267,2.530,2.600,1.935,1.225,2.347,2.243,1.332,0.201,0.710,0.150,6.820,0.732,0
1965,11,4.023,3.773,3.481,2.707,2.777,2.070,1.262,2.518,2.512,1.411,0.293,0.808,0.200,6.960,0.610,0
1965,12,4.237,3.853,3.520,2.710,2.801,2.079,1.158,2.505,2.694,1.442,0.332,0.920,0.360,6.820,0.427,0
1966,1,4.267,3.755,3.505,2.691,2.789,2.073,1.128,2.441,2.627,1.433,0.250,0.945,0.590,6.380,0.366,0
1966,2,4.115,3.591,3.383,2.594,2.682,1.978,1.125,2.359,2.466,1.405,0.207,0.853,0.650,6.410,0.610,0
1966,3,3.871,3.514,3.350,2.573,2.664,1.981,1.207,2.359,2.307,1.369,0.165,0.774,0.340,6.530,0.549,0
1966,4,3.719,3.389,3.173,2.438,2.490,1.807,1.109,2.249,2.280,1.366,0.216,0.698,0.330,6.740,0.549,0
1966,5,3.688,3.417,3.158,2.405,2.463,1.768,0.954,2.185,2.463,1.390,0.259,0.814,0.390,6.640,0.335,0
1966,6,3.688,3.505,3.249,2.441,2.530,1.814,0.863,2.182,2.643,1.436,0.256,0.951,0.420,6.720,0.244,0
1966,7,3.627,3.517,3.280,2.466,2.560,1.838,0.841,2.179,2.676,1.442,0.238,0.997,0.350,6.470,0.244,0
1966,8,3.566,3.408,3.228,2.469,2.551,1.875,1.049,2.228,2.359,1.353,0.180,0.826,0.350,6.440,0.396,0
1966,9,3.597,3.322,3.170,2.463,2.524,1.878,1.241,2.280,2.082,1.292,0.152,0.637,0.370,6.300,0.701,0
1966,10,3.749,3.341,3.188,2.463,2.524,1.862,1.164,2.252,2.176,1.326,0.152,0.698,0.300,6.660,0.549,0
1966,11,3.993,3.648,3.399,2.615,2.694,1.987,1.103,2.377,2.545,1.411,0.250,0.884,0.180,6.770,0.610,0
1966,12,4.389,3.865,3.560,2.713,2.810,2.063,1.052,2.457,2.813,1.497,0.305,1.012,0.230,6.790,0.244,0
1967,1,4.145,3.773,3.481,2.643,2.740,1.999,1.064,2.420,2.710,1.481,0.293,0.936,0.530,6.510,0.366,0
1967,2,3.962,3.530,3.319,2.527,2.621,1.920,1.085,2.307,2.444,1.399,0.210,0.835,0.570,6.520,0.457,0
1967,3,4.054,3.545,3.374,2.603,2.688,1.999,1.262,2.402,2.283,1.375,0.171,0.738,0.420,6.580,0.732,0
1967,4,3.719,3.496,3.295,2.539,2.615,1.935,1.183,2.341,2.313,1.359,0.201,0.753,0.550,6.920,0.488,0
1967,5,3.749,3.475,3.191,2.429,2.505,1.820,1.006,2.240,2.469,1.372,0.283,0.814,0.120,6.750,0.091,0
1967,6,3.749,3.569,3.289,2.499,2.591,1.890,0.985,2.277,2.585,1.399,0.280,0.905,0.240,6.570,0.274,0
1967,7,3.597,3.496,3.267,2.481,2.585,1.902,0.975,2.237,2.521,1.366,0.229,0.927,0.440,6.270,0.396,0
1967,8,3.597,3.429,3.277,2.496,2.603,1.929,1.052,2.240,2.377,1.347,0.152,0.878,0.430,6.380,0.488,0
1967,9,3.597,3.392,3.255,2.512,2.591,1.929,1.180,2.286,2.213,1.326,0.137,0.750,0.220,6.590,0.701,0
1967,10,3.810,3.523,3.298,2.554,2.612,1.926,1.262,2.393,2.262,1.372,0.226,0.664,0.270,6.920,0.701,0
1967,11,3.932,3.597,3.325,2.530,2.606,1.887,1.030,2.313,2.566,1.439,0.271,0.856,0.170,6.820,0.335,0
1967,12,4.420,3.749,3.444,2.573,2.688,1.929,0.872,2.310,2.877,1.515,0.305,1.058,0.380,6.760,0.061,0
1968,1,4.231,3.813,3.530,2.652,2.637,1.743,1.000,2.408,2.813,1.786,0.283,0.744,,,0.146,0
1968,2,4.100,3.767,3.475,2.652,2.621,1.768,1.225,2.496,2.542,1.707,0.293,0.543,,,0.695,0
1968,3,3.770,3.511,3.365,2.594,2.573,1.780,1.344,2.426,2.167,1.585,0.146,0.436,,,0.686,0
1968,4,3.609,3.341,3.203,2.411,2.444,1.686,1.067,2.204,2.274,1.518,0.137,0.619,,,0.329,0
1968,5,3.776,3.539,3.359,2.487,2.490,1.618,0.972,2.256,2.566,1.740,0.180,0.646,,,0.116,0
1968,6,3.752,3.533,3.301,2.444,2.512,1.719,0.863,2.198,2.670,1.582,0.232,0.856,,,0.070,0
1968,7,3.807,3.545,3.313,2.502,2.573,1.829,1.003,2.274,2.542,1.484,0.232,0.826,,,0.247,0
1968,8,3.700,3.517,3.347,2.554,2.573,1.801,1.116,2.316,2.402,1.545,0.171,0.686,,,0.366,0
1968,9,3.551,3.395,3.280,2.509,2.530,1.783,1.146,2.271,2.249,1.497,0.116,0.637,,,0.674,0
1968,10,4.075,3.551,3.386,2.582,2.585,1.783,1.253,2.402,2.298,1.603,0.165,0.530,,,0.351,0
1968,11,4.115,3.709,3.490,2.633,2.652,1.811,1.167,2.438,2.542,1.679,0.219,0.643,,,0.408,0
1968,12,4.407,3.865,3.618,2.725,2.774,1.932,1.079,2.472,2.786,1.686,0.247,0.853,,,0.034,0
1969,1,4.023,3.837,3.630,2.722,2.679,1.725,1.100,2.469,2.737,1.905,0.207,0.625,,,0.183,0
1969,2,4.206,3.740,3.551,2.728,2.719,1.884,1.286,2.512,2.454,1.667,0.189,0.597,,,0.640,0
1969,3,3.719,3.432,3.277,2.502,2.542,1.804,1.192,2.310,2.240,1.472,0.155,0.613,,,0.640,0
1969,4,3.871,3.542,3.399,2.588,2.606,1.814,1.289,2.414,2.252,1.585,0.143,0.524,,,0.640,0
