#
#
# US Geological Survey, Water Resources Data
# retrieved: 2019-07-27 02:26:32 EDT      (sdww01)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/wa/nwis/?dv_statistics_disclaimer.
#
# ** No Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 14243000 COWLITZ RIVER AT CASTLE ROCK, WA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		150500	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	14243000	00060	150500	1949	5	19290
USGS	14243000	00060	150500	1949	6	11220
USGS	14243000	00060	150500	1949	7	6093
USGS	14243000	00060	150500	1949	8	3051
USGS	14243000	00060	150500	1949	9	2346
USGS	14243000	00060	150500	1949	10	3791
USGS	14243000	00060	150500	1949	11	11570
USGS	14243000	00060	150500	1949	12	14550
USGS	14243000	00060	150500	1950	1	14800
USGS	14243000	00060	150500	1950	2	18860
USGS	14243000	00060	150500	1950	3	19520
USGS	14243000	00060	150500	1950	4	13740
USGS	14243000	00060	150500	1950	5	13440
USGS	14243000	00060	150500	1950	6	16610
USGS	14243000	00060	150500	1950	7	9834
USGS	14243000	00060	150500	1950	8	3956
USGS	14243000	00060	150500	1950	9	2474
USGS	14243000	00060	150500	1950	10	7345
USGS	14243000	00060	150500	1950	11	18170
USGS	14243000	00060	150500	1950	12	21980
USGS	14243000	00060	150500	1951	1	17000
USGS	14243000	00060	150500	1951	2	21520
USGS	14243000	00060	150500	1951	3	10050
USGS	14243000	00060	150500	1951	4	11660
USGS	14243000	00060	150500	1951	5	12120
USGS	14243000	00060	150500	1951	6	7982
USGS	14243000	00060	150500	1951	7	4094
USGS	14243000	00060	150500	1951	8	2305
USGS	14243000	00060	150500	1951	9	1843
USGS	14243000	00060	150500	1951	10	8615
USGS	14243000	00060	150500	1951	11	10050
USGS	14243000	00060	150500	1951	12	13480
USGS	14243000	00060	150500	1952	1	6216
USGS	14243000	00060	150500	1952	2	13000
USGS	14243000	00060	150500	1952	3	7438
USGS	14243000	00060	150500	1952	4	11850
USGS	14243000	00060	150500	1952	5	12600
USGS	14243000	00060	150500	1952	6	8215
USGS	14243000	00060	150500	1952	7	4866
USGS	14243000	00060	150500	1952	8	2403
USGS	14243000	00060	150500	1952	9	1690
USGS	14243000	00060	150500	1952	10	1362
USGS	14243000	00060	150500	1952	11	1301
USGS	14243000	00060	150500	1952	12	3586
USGS	14243000	00060	150500	1953	1	26710
USGS	14243000	00060	150500	1953	2	18430
USGS	14243000	00060	150500	1953	3	7406
USGS	14243000	00060	150500	1953	4	8626
USGS	14243000	00060	150500	1953	5	12290
USGS	14243000	00060	150500	1953	6	10680
USGS	14243000	00060	150500	1953	7	7293
USGS	14243000	00060	150500	1953	8	3158
USGS	14243000	00060	150500	1953	9	2206
USGS	14243000	00060	150500	1953	10	3485
USGS	14243000	00060	150500	1953	11	8615
USGS	14243000	00060	150500	1953	12	24150
USGS	14243000	00060	150500	1954	1	15670
USGS	14243000	00060	150500	1954	2	19190
USGS	14243000	00060	150500	1954	3	10150
USGS	14243000	00060	150500	1954	4	12250
USGS	14243000	00060	150500	1954	5	12790
USGS	14243000	00060	150500	1954	6	13680
USGS	14243000	00060	150500	1954	7	9808
USGS	14243000	00060	150500	1954	8	4385
USGS	14243000	00060	150500	1954	9	3198
USGS	14243000	00060	150500	1954	10	3805
