#
#
# US Geological Survey, Water Resources Data
# retrieved: 2021-11-11 13:13:13 EST      (vaww02)
#
# This file contains USGS Surface-Water Monthly Statistics
#
# Note:The statistics generated from  this site are based on approved daily-mean data and may not match those published by the USGS in official publications.
# The user is responsible for assessment and use of statistics from this site.
# For more details on why the statistics may not match, visit https://waterdata.usgs.gov/nwis/?dv_statistics_disclaimer.
#
# ** Incomplete data have been used for statistical calculation
#
# This file includes the following columns:
#
#
# agency_cd    agency code
# site_no USGS site number
# parameter_cd
# ts_id
# year_nu Calendar year for value
# month_nu     Month for value
# mean_va monthly-mean value.
#         if there is not complete record
#         for a month this field is blank
#
#
# Sites in this file include:
# USGS 12150800 SNOHOMISH RIVER NEAR MONROE, WA
# 
# Explanation of Parameter Code and ts_id used in the Statistics Data 
# parameter_cd	Parameter Name					ts_id	Location Name
# 00060		Discharge, cubic feet per second		149182	
#
#
agency_cd	site_no	parameter_cd	ts_id	year_nu	month_nu	mean_va
5s	15s	5s	3n	4s	2s	12n
USGS	12150800	00060	149182	1997	8	3522
USGS	12150800	00060	149182	1997	9	5180
USGS	12150800	00060	149182	1997	10	12730
USGS	12150800	00060	149182	1997	11	10560
USGS	12150800	00060	149182	1997	12	8867
USGS	12150800	00060	149182	1998	1	12460
USGS	12150800	00060	149182	1998	2	7404
USGS	12150800	00060	149182	1998	3	9002
USGS	12150800	00060	149182	1998	4	7160
USGS	12150800	00060	149182	1998	5	12200
USGS	12150800	00060	149182	1998	6	9403
USGS	12150800	00060	149182	1998	7	3969
USGS	12150800	00060	149182	1998	8	1831
USGS	12150800	00060	149182	1998	9	1255
USGS	12150800	00060	149182	1998	10	3864
USGS	12150800	00060	149182	1998	11	15030
USGS	12150800	00060	149182	1998	12	18130
USGS	12150800	00060	149182	1999	1	17660
USGS	12150800	00060	149182	1999	2	10730
USGS	12150800	00060	149182	1999	3	8530
USGS	12150800	00060	149182	1999	4	7811
USGS	12150800	00060	149182	1999	5	12930
USGS	12150800	00060	149182	1999	6	18360
USGS	12150800	00060	149182	1999	7	13620
USGS	12150800	00060	149182	1999	8	5666
USGS	12150800	00060	149182	1999	9	2478
USGS	12150800	00060	149182	1999	10	5508
USGS	12150800	00060	149182	1999	11	19260
USGS	12150800	00060	149182	1999	12	20820
USGS	12150800	00060	149182	2000	1	9012
USGS	12150800	00060	149182	2000	2	7274
USGS	12150800	00060	149182	2000	3	7683
USGS	12150800	00060	149182	2000	4	13080
USGS	12150800	00060	149182	2000	5	14600
USGS	12150800	00060	149182	2000	6	16140
USGS	12150800	00060	149182	2000	7	6210
USGS	12150800	00060	149182	2000	8	2623
USGS	12150800	00060	149182	2000	9	3654
USGS	12150800	00060	149182	2000	10	6954
USGS	12150800	00060	149182	2000	11	4975
USGS	12150800	00060	149182	2000	12	5225
USGS	12150800	00060	149182	2001	1	6425
USGS	12150800	00060	149182	2001	2	4825
USGS	12150800	00060	149182	2001	3	7146
USGS	12150800	00060	149182	2001	4	9160
USGS	12150800	00060	149182	2001	5	13090
USGS	12150800	00060	149182	2001	6	8873
USGS	12150800	00060	149182	2001	7	4201
USGS	12150800	00060	149182	2001	8	2600
USGS	12150800	00060	149182	2001	9	2076
USGS	12150800	00060	149182	2001	10	9169
USGS	12150800	00060	149182	2001	11	16270
USGS	12150800	00060	149182	2001	12	14410
USGS	12150800	00060	149182	2002	1	14970
USGS	12150800	00060	149182	2002	2	12270
USGS	12150800	00060	149182	2002	3	9660
USGS	12150800	00060	149182	2002	4	15740
USGS	12150800	00060	149182	2002	5	15490
USGS	12150800	00060	149182	2002	6	19930
USGS	12150800	00060	149182	2002	7	9616
USGS	12150800	00060	149182	2002	8	2892
USGS	12150800	00060	149182	2002	9	1988
USGS	12150800	00060	149182	2002	10	1806
USGS	12150800	00060	149182	2002	11	6493
USGS	12150800	00060	149182	2002	12	6363
USGS	12150800	00060	149182	2003	1	13780
USGS	12150800	00060	149182	2003	2	11150
USGS	12150800	00060	149182	2003	3	14720
USGS	12150800	00060	149182	2003	4	10440
USGS	12150800	00060	149182	2003	5	9340
USGS	12150800	00060	149182	2003	6	7615
USGS	12150800	00060	149182	2003	7	2856
USGS	12150800	00060	149182	2003	8	1388
USGS	12150800	00060	149182	2003	9	1876
USGS	12150800	00060	149182	2003	10	11410
USGS	12150800	00060	149182	2003	11	15140
USGS	12150800	00060	149182	2003	12	10210
USGS	12150800	00060	149182	2004	1	12320
USGS	12150800	00060	149182	2004	2	8953
USGS	12150800	00060	149182	2004	3	8727
USGS	12150800	00060	149182	2004	4	8769
USGS	12150800	00060	149182	2004	5	11500
USGS	12150800	00060	149182	2004	6	9857
USGS	12150800	00060	149182	2004	7	3293
USGS	12150800	00060	149182	2004	8	4063
USGS	12150800	00060	149182	2004	9	7579
USGS	12150800	00060	149182	2004	10	6958
USGS	12150800	00060	149182	2004	11	13290
USGS	12150800	00060	149182	2004	12	15650
USGS	12150800	00060	149182	2005	1	14150
USGS	12150800	00060	149182	2005	2	5607
USGS	12150800	00060	149182	2005	3	5602
USGS	12150800	00060	149182	2005	4	9616
USGS	12150800	00060	149182	2005	5	7625
USGS	12150800	00060	149182	2005	6	5829
USGS	12150800	00060	149182	2005	7	3567
USGS	12150800	00060	149182	2005	8	1678
USGS	12150800	00060	149182	2005	9	2222
USGS	12150800	00060	149182	2005	10	5904
USGS	12150800	00060	149182	2005	11	11790
USGS	12150800	00060	149182	2005	12	10330
USGS	12150800	00060	149182	2006	1	19960
USGS	12150800	00060	149182	2006	2	10070
USGS	12150800	00060	149182	2006	3	5486
USGS	12150800	00060	149182	2006	4	8465
USGS	12150800	00060	149182	2006	5	12930
